id,title,company,industry,location,salary,employment_type,experience,education,posted_date,closing_date,contact_email,contact_phone,apply_instructions,description,requirements,url,source
37973,Math Teacher,Asia-Pacific Fredfort International School,N/A,N/A,$1200 - $1400,N/A,N/A,Educational (schools / universities etc.),N/A,09-Jan-2026,TO:info@afisedu.com,023 432 449,N/A,"AFIS
is
seeking teaching staff
for
Academic
Year
2025-2026
with
the following positions:","#1923, St. 6A, Sangkat Chroy Changvar, Khan Chroy Changvar, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/math_teacher_37973.html,BongThom
37971,Project Financial Audit Consultant,Oxfam,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16-Jan-2026,N/A,N/A,N/A,"As part
of
Natural Resource Governance (NRG) Program,
Climate Resilience
for
All (CREFA)
is
an innovative, long-term
project
designed by
a
consortium
of
nine organisations
with
expertise
in
climate smart agriculture, renewable energy, climate resilience,
and
policy dialogue
and
development. Led by Oxfam
in
Cambodia,
the
goal
of
CREFA
is
to
address
Cambodians’ vulnerability
to
climate change through targeted
activities
aimed
at
enhancing capabilities
for
mitigation
and
adaptation. Using
a
twin track approach
of
policy dialogue
development
coupled
with
building local capacities
for
climate resilience, CREFA
will
strengthen responsive capacities, improve resilience,
and
promote sustainable
development
in line
with
SDG 7, SDG 12,
and
SDG 13. It
will
do so by
working
in close cooperation
with
the National Council
for
Sustainable
Development
[NCSD]
and
the Department
of
Climate Change within
the
Ministry
of
Environment [MOE], 2) local provincial, district,
and
commune councillors, 3) private sector green growth actors including financial institutions, 4) other climate change CSOs
and
development partners, and, most importantly 4) SMEs
and
small holder farmers. It
is
important
to
note that
the
project expects
to
engage
a
wide range
of
stakeholders
from
government agencies
at
national
and
subnational levels, local authorities,
and
communities
in
(Tonle Sap Biosphere Region)
and
North-eastern
Cambodia
(Battambang, Siem Reap, Banteay Meanchey, Oddar Meanchey,
and
Preah Vihear).","No 113C, Mao Tse Tung Blvd., Sangkat Boeng Keng Kang Ti Muoy, Khan Boeng Keng Kang, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/project_financial_audit_consultant_37971.html,BongThom
37968,"Store Keeper, និង អ្នកបើកបរ",Exceed Worldwide,N/A,N/A,$300,N/A,N/A,N/A,N/A,16-Jan-2026,TO:admin@exceed-worldwide.org,011 532 009,N/A,"Exceed-worldwide,
a
United Kingdom-based INGO that provides rehabilitation
and
community
support
services
to
persons
with
disabilities,
is
recruiting
a
Cambodia national
for
the
position
below:","#20C, Group3, St.Doung Ngeap II, Sangkat Stueng Mean chey, Khan Mean Chey, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/store_keeper_37968.html,BongThom
37970,Secondary Chemistry Teacher,The British International School Of Phnom Penh,N/A,N/A,Negotiable,N/A,N/A,Educational (schools / universities etc.),N/A,24-Jan-2026,TO:admbispp@gmail.com,N/A,N/A,"The British International School
of
Phnom Penh seeks
to
hire Qualified Foreigner
with
University
Degree
and teaching experiences required for following staff:","No 288, Group 28, Street Toul Chherneang, Sangkat Preaek Aeng, Khan Chbar Ampov, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/secondary_chemistry_teacher_37970.html,BongThom
37966,"Psychological First Aid Consultant, and Consultancy Self-Care and Wellbeing",Dan Church Aid,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,15-Jan-2026,TO:chph@dca.dk,012 811 817,N/A,"DanChurchAid (DCA) established its first
office
in
Cambodia
in 1997 after having supported partners since its inception
in
1979. DCA international goals
are
based
on
the vision
and
respond
to
the
need
for sustainable
development
and humanitarian action.
All
DCA’s
activities
are carried out
in
support
of
one
or
more
of
these three goals: Save Lives, Build Resilient Communities,
and
Fight Extreme inequality.
In
Cambodia
and
globally, DCA
is
relying
on
a partner-based approach. DCA
Cambodia
currently partners
with
more than 23 local NGOs.","#51 Building​ CLY Apartment 3rd floor​ Street 302 corner of Street 63 Village 7​​​​​​​​​ ​​​Boeng Keng Kang Ti Muoy  , Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/psychological_first_aid_consultant_and_c_37966.html,BongThom
37965,"Senior Executive, Warehouse & Store, Super, Warehouse & Store, and Maintenance Technician",YHS (Cambodia) Food & Beverage Pte Ltd (Yeo's),N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,24-Jan-2026,TO:hrkh@yeos.com,012 944 977,N/A,"With
a
corporate history that extends
more
than 100 years, Yeo’s has grown
from
strength
to
strength,
from
its humble beginnings
as
a striving enterprise
in
pre-war Singapore,
to
its transformation
as
a food & beverage conglomerate
with
a global network that spans
the
Asia-Pacific, Europe, North America
and
Oceanic regions.","Phnom Penh Special Economic Zone, National Road #4, Phum Tachet, Sangkat Boeng Thum, Khan Kamboul, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/senior_executive_warehouse_store_super_w_37965.html,BongThom
37964,Program Advisor,Damnok Toek (Goutte d’Eau) Cambodia,N/A,N/A,Negotiable,N/A,N/A,"Safe Migration, Education & Child Protection",N/A,07-Jan-2026,TO:admin_hr@damnoktoek.org,N/A,N/A,"Damnok Toek (DT)
is
a Cambodian-based NGO specialising
in
disability, child protection, education
and
safe migration. DT works
in
provincial locations
to
ensure
the
most vulnerable children
and
their families have
their
basic
needs
met
and
can access
to
their full potential.","#102, St192, Phum 9, Sangkat Tuek L'ak Ti Bei, Khan Tuol Kouk, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/program_advisor_37964.html,BongThom
37963,Various Positions,"Ajinomoto (Cambodia) Co., Ltd.",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,24-Jan-2026,TO:sopheak.thol.24r@asv.ajinomoto.com,069 509 853,N/A,"The
Ajinomoto
Group has established
a
presence
in
22 countries
and
regions throughout
the
world
in
order
to
expand its
business
operations
in
food products, amino acids, pharmaceuticals,
and
other fields.
At
present our products
are
sold
in
over 130 countries
and
regions,
and
we have plans
to
both expand
to
new markets
and
further broaden our
product
lineup.","Delano business center 5 floor #144, Street 169, Sangkat Veal Vong, Khan Prampir Meakkakra, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/various_positions_37963.html,BongThom
37962,Associate Human Resource Manager,"Ajinomoto (Cambodia) Co., Ltd.",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,24-Jan-2026,TO:pagngnava.mean.23b@asv.ajinomoto.com,069 677 776,N/A,"The
Ajinomoto Group
has established
a
presence
in
22 countries
and
regions throughout
the
world
in
order
to
expand its
business
operations
in
food products, amino acids, pharmaceuticals,
and
other fields.
At
present our products
are
sold
in
over 130 countries
and
regions,
and
we have plans
to
both expand
to
new markets
and
further broaden our
product
lineup.","Delano business center 5 floor #144, Street 169, Sangkat Veal Vong, Khan Prampir Meakkakra, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/associate_human_resource_manager_37962.html,BongThom
37960,"Laboratory Technician , Cashier, and Senior Community Fundraising Officer",Angkor Hospital for Children,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,23-Jan-2026,TO:job@angkorhospital.org,063 963 409,N/A,"Angkor Hospital
for
Children (AHC)
is
a non-profit organization providing free medical care
to
children
in
Siem Reap. AHC
is
looking
for
positions below:","PO Box 50, Siem Reap, Tep Vong Road & Umchhay Street, Svay Dankum Sangkat, Siem Reap Municipality, Siemreap Province, Cambodia",https://www.bongthom.com/job_detail/laboratory_technician_cashier_and_senior_37960.html,BongThom
37958,"Design Coordinator, National Communication & Media Intern, Field Intern – Demonstration Farms & Farmer Learning",HEKS Cambodia,N/A,N/A,$270,N/A,N/A,N/A,N/A,10-Jan-2026,TO:cambodia@heks-eper.org,N/A,N/A,"HEKS/EPER employs around 600 full-time staff members. Its
work
is guided by
the
vision
of
a just world where peace prevails,
the
dignity
of
all people
is
respected,
and
natural resources
are
preserved. HEKS/EPER
is
active
in
25 locations
in
Switzerland
and
30 countries worldwide, running
more
than 380 programmes
and
projects
with
a total volume
of
138 million Swiss francs. Within
the
framework
of
Agenda 2030,
the
organisation focuses
on
four priority themes: ""Climate Justice,"" ""Right
to
Land
and
Food,"" ""Asylum
and
Migration,""
and
""Inclusion."" HEKS/EPER also provides humanitarian aid
to
victims
of
natural disasters
and
armed conflicts, aiming
to
bring about change
at
the social, economic,
and
political levels. HEKS contributes
to
improving
the
living conditions
of
people both domestically
and
internationally, advocating
for
their rights. It raises awareness
and
mobilizes society, politics, business,
and
churches.
In
2023, around 16 million people benefited
from
the
work
of HEKS/EPER.","# 23, Street 574/331, Sangkat Boeng Kak Ti Pir, Khan Tuol Kouk, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/design_coordinator_national_communicatio_37958.html,BongThom
37956,Outdoor Sales Executive,"Honour Lane Logistics (Cambodia) Co., Ltd.",N/A,N/A,Negotiable + Based on Experience,N/A,N/A,N/A,N/A,23-Jan-2026,TO:wilsonsincb@hlsholding.com,015 560 111,N/A,"Honour Lane Logistics (Cambodia) Co., Ltd
is
a branch
Office
of
Honour Lane Shipping Limited
base
in Hong Kong. Now we have extended
to
35 own offices
with
more than 1000 staff
in
our group. Now we
are
looking
for
a qualified
candidate
who has knowledge
and
experience
of
Sales
in
shipping & logistics
related
business
to
fill
in
below job vacancy:","#TK Central Unit E, 7th Floor, St. 289, Phum 13, Sangkat Boeng Kak Ti Muoy, Khan Tuol Kouk, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/outdoor_sales_executive_37956.html,BongThom
37957,Operation Officer,"Clean Alliance Cleaning Services Co., Ltd.",N/A,N/A,$300 + gas $70,N/A,N/A,N/A,N/A,23-Jan-2026,TO:cacscambodia006@gmail.com,016 566 687,N/A,"We
are
looking
for
qualified
candidates
to
fill
for
the
positions below.","No A8 , Street 217, Sangkat Dangkao, Khan Dangkao, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/operation_officer_37957.html,BongThom
37955,Mission Rabies Cambodia Education Officer,Animal Rescue Cambodia,N/A,N/A,$550,N/A,N/A,N/A,N/A,23-Jan-2026,TO:info@ar-cambodia.com,N/A,N/A,"We
are
looking
for
qualified
candidate
to
fill
for
the
position below.","#269, St. 41BT, Sansam Kosal Pir, Sangkat Boeng Tumpun 1, Khan Mean Chey, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/mission_rabies_cambodia_education_office_37955.html,BongThom
37954,Program Coordinator,Khmer Enterprise,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,23-Jan-2026,N/A,N/A,N/A,"Khmer Enterprise (KE)
is
hiring
an
individual talent
to
join our growing team
and
support Cambodia's entrepreneurship ecosystem.","Business Development Center (BDC) Building, 9th Floor, OCIC Blvd, Sangkat Chroy Changvar, Khan Chroy Changvar, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/program_coordinator_37954.html,BongThom
37943,Various Positions,Cambodia University of Technology and Science,"Exceptional public speaking, writing, and networking skills to engage and collaborate with diverse audiences, from local industry leaders to international partners.",N/A,Negotiable,N/A,N/A,Educational (schools / universities etc.),N/A,23-Jan-2026,TO:hr@camtech.edu.kh,067 212181,N/A,"The
Cambodia
University
of
Technology
and
Science (CamTech)
was
established
in
2021
with
the vision
of
becoming
a
leading university
in
technology
and
science
to
support Cambodia’s future prosperity. Located
in
Chroy Changva Satellite City, Phnom Penh, CamTech maintains strong links between higher education, industry,
and
applied research.","#Chroy Changvar Satellite City, Cam Tech University Building, Cam Tech Road, Prek Ta Sek Village, Sangkat Preaek Ta Sek, Khan Chroy Changvar, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/various_positions_37943.html,BongThom
37952,"Assistant Procurement Manager, Senior Account Executive, and IT Officer",Urgent,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,23-Jan-2026,TO:hr@pestech.com.kh,017 882 161,N/A,"We
are
an integrated electric power technology company. We
are
principally engaged
in
the provision
of
comprehensive power system engineering
and
technical solutions
for
the design, procurement, construction, installation,
and
commissioning
of
HV
and
EHV substations, HV
and
EHV transmission lines
as
well
as
underground power cable systems
for
electricity transmission
and
distribution,
operation
and maintenance
services
and trading
of
proprietary
and
non-proprietary power system components
and
equipment.","Nº 6, Street 588, Sangkat Boeng Kak Ti Pir, Khan Tuol Kouk, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/assistant_procurement_manager_senior_acc_37952.html,BongThom
37951,National Value Chain Investment Specialists,Ministry of Commerce,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,07-Jan-2026,TO:vannarithd@gmail.com,023 866 064,N/A,"The Royal Government
of
Cambodia (RGC) has received
a
Loan
of
USD 36.3 million
from
International Fund
for
Agricultural
Development
(IFAD)
for
financing
the
Project
for
“Accelerating Inclusive Markets
for
Smallholders
Project
(AIMS)” called Project, IFAD Loan No. 20000001751,
for
the
project
costs including Royal Government
of
Cambodia (RGC), Private Sector (including beneficiaries
and
private businesses) Co-funding
are
estimated
at
USD 61.6 million.
The
project
will
have two components
and
be implemented over 6 years.
The
Financing Agreement
was
signed
on
28 February 2017
and
became effective
on
the same date.
The
Project has additional financing
for
implementation, IFAD Loan No. 2000005221
and
2000005222.
The
Project Completion Date
is
30 September 2027,
and
the Financing Closing Date
is
31 March 2028.
The
Project goal
is
to enhance prosperity
of
Cambodian smallholder farmers through increasingly profitable links
to
agri-businesses
and
markets,
with
intermediate objective
to
increase returns
from
farming
for
smallholders, including poorer farmers
and
youth, through efficient public sector investment.","The Department of International Cooperation (DICO) Phum Toeuk Thla, Russian Blvd, Sangkat Toeuk Thla, Khan Sen Sok, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/national_value_chain_investment_speciali_37951.html,BongThom
37950,"National Social Safeguard, Environmental and Climate Assessment Specialist",Ministry of Commerce,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,07-Jan-2026,TO:vannarithd@gmail.com,023 866 064,N/A,"The Royal Government
of
Cambodia (RGC) has received
a
Loan
of
USD 36.3 million
from
International Fund
for
Agricultural
Development
(IFAD)
for
financing
the
Project
for
“Accelerating Inclusive Markets
for
Smallholders
Project
(AIMS)” called Project, IFAD Loan No. 20000001751,
for
the
project
costs including Royal Government
of
Cambodia (RGC), Private Sector (including beneficiaries
and
private businesses) Co-funding
are
estimated
at
USD 61.6 million.
The
project
will
have two components
and
be implemented over 6 years.
The
Financing Agreement
was
signed
on
28 February 2017
and
became effective
on
the same date.
The
Project has additional financing
for
implementation, IFAD Loan No. 2000005221
and
2000005222.
The
Project Completion Date
is
30 September 2027,
and
the Financing Closing Date
is
31 March 2028.
The
Project goal
is
to enhance prosperity
of
Cambodian smallholder farmers through increasingly profitable links
to
agri-businesses
and
markets,
with
intermediate objective
to
increase returns
from
farming
for
smallholders, including poorer farmers
and
youth, through efficient public sector investment.","The Department of International Cooperation (DICO) Phum Toeuk Thla, Russian Blvd, Sangkat Toeuk Thla, Khan Sen Sok, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/national_social_safeguard_environmental_37950.html,BongThom
37949,National Consultant on Market Related,Ministry of Commerce,N/A,N/A,Negotiable,N/A,N/A,"National Consultant on Market Related (Ref: AIMS/C1/C/2025/111). Interested assistants must provide their updated curriculum vitae, indicating personal and technical skills, academic qualifications, experience in similar assignments, and experience in Cambodia and/or other developing countries along with the names of at least three (3) referees with contact information (e-mail address, telephone or fax numbers). Expressions of Interest shall be submitted in hard copy followed by an electronic copy.",N/A,07-Jan-2026,TO:vannarithd@gmail.com,023 866 064,N/A,"The Royal Government
of
Cambodia (RGC) has received
a
Loan
of
USD 36.3 million
from
International Fund
for
Agricultural
Development
(IFAD)
for
financing
the
Project
for
“Accelerating Inclusive Markets
for
Smallholders
Project
(AIMS)” called Project, IFAD Loan No. 20000001751,
for
the
project
costs including Royal Government
of
Cambodia (RGC), Private Sector (including beneficiaries
and
private businesses) Co-funding
are
estimated
at
USD 61.6 million.
The
project
will
have two components
and
be implemented over 6 years.
The
Financing Agreement
was
signed
on
28 February 2017
and
became effective
on
the same date.
The
Project has additional financing
of
USD 20 million
for
project extension through IFAD Loan No. 2000005221
and
2000005222.
The
Project Completion Date
is
30 September 2027,
and
the Financing Closing Date
is
31 March 2028.
The
Project goal
is
to enhance prosperity
of
Cambodian smallholder farmers through increasingly profitable links
to
agri-businesses
and
markets,
with
intermediate objective
to
increase returns
from
farming
for
smallholders, including poorer farmers
and
youth, through efficient public sector investment.","The Department of International Cooperation (DICO) Phum Toeuk Thla, Russian Blvd, Sangkat Toeuk Thla, Khan Sen Sok, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/national_consultant_on_market_related_37949.html,BongThom
37948,National Admin Assistant,Ministry of Commerce,N/A,N/A,Negotiable,N/A,N/A,"National Admin Assistant (Ref: AIMS/C1/C/2025/89). Interested assistants must provide their updated curriculum vitae, indicating personal and technical skills, academic qualifications, experience in similar assignments, and experience in Cambodia and/or other developing countries along with the names of at least three (3) referees with contact information (e-mail address, telephone or fax numbers). Expressions of Interest shall be submitted in hard copy followed by an electronic copy.",N/A,07-Jan-2026,TO:vannarithd@gmail.com,023 866 064,N/A,"The Royal Government
of
Cambodia (RGC) has received
a
Loan
of
USD 36.3 million
from
International Fund
for
Agricultural
Development
(IFAD)
for
financing
the
Project
for
“Accelerating Inclusive Markets
for
Smallholders
Project
(AIMS)” called Project, IFAD Loan No. 20000001751,
for
the
project
costs including Royal Government
of
Cambodia (RGC), Private Sector (including beneficiaries
and
private businesses) Co-funding
are
estimated
at
USD 61.6 million.
The
project
will
have two components
and
be implemented over 6 years.
The
Financing Agreement
was
signed
on
28 February 2017
and
became effective
on
the same date.
The
Project has additional financing
of
USD 20 million
for
project extension through IFAD Loan No. 2000005221
and
2000005222.
The
Project Completion Date
is
30 September 2027,
and
the Financing Closing Date
is
31 March 2028.
The
Project goal
is
to enhance prosperity
of
Cambodian smallholder farmers through increasingly profitable links
to
agri-businesses
and
markets,
with
intermediate objective
to
increase returns
from
farming
for
smallholders, including poorer farmers
and
youth, through efficient public sector investment.","The Department of International Cooperation (DICO) Phum Toeuk Thla, Russian Blvd, Sangkat Toeuk Thla, Khan Sen Sok, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/national_admin_assistant_37948.html,BongThom
37947,National Executive Assistant,Ministry of Commerce,N/A,N/A,Negotiable,N/A,N/A,"National Executive Assistant (Ref: AIMS/C1/C/2026/123). Interested assistants must provide their updated curriculum vitae, indicating personal and technical skills, academic qualifications, experience in similar assignments, and experience in Cambodia and/or other developing countries along with the names of at least three (3) referees with contact information (e-mail address, telephone or fax numbers). Expressions of Interest shall be submitted in hard copy followed by an electronic copy.",N/A,07-Jan-2026,TO:vannarithd@gmail.com,023 866 064,N/A,"The Royal Government
of
Cambodia (RGC) has received
a
Loan
of
USD 36.3 million
from
International Fund
for
Agricultural
Development
(IFAD)
for
financing
the
Project
for
“Accelerating Inclusive Markets
for
Smallholders
Project
(AIMS)” called Project, IFAD Loan No. 20000001751,
for
the
project
costs including Royal Government
of
Cambodia (RGC), Private Sector (including beneficiaries
and
private businesses) Co-funding
are
estimated
at
USD 61.6 million.
The
project
will
have two components
and
be implemented over 6 years.
The
Financing Agreement
was
signed
on
28 February 2017
and
became effective
on
the same date.
The
Project has additional financing
of
USD 20 million
for
project extension through IFAD Loan No. 2000005221
and
2000005222.
The
Project Completion Date
is
30 September 2027,
and
the Financing Closing Date
is
31 March 2028.
The
Project goal
is
to enhance prosperity
of
Cambodian smallholder farmers through increasingly profitable links
to
agri-businesses
and
markets,
with
intermediate objective
to
increase returns
from
farming
for
smallholders, including poorer farmers
and
youth, through efficient public sector investment.","The Department of International Cooperation (DICO) Phum Toeuk Thla, Russian Blvd, Sangkat Toeuk Thla, Khan Sen Sok, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/national_executive_assistant_37947.html,BongThom
37944,Partnership and Business Development Officer,We World Onlus,N/A,N/A,$900 Other Benefits,N/A,N/A,"//www.weworld.it/en/what-we-do). Our interventions are aimed at the most vulnerable: women, children, people with disabilities, forcibly displaced persons, refugees and, migrants. This commitment translates concretely into the right to water, food, health, education and dignity for every person. In 2025, We World implemented 165 projects abroad and 34 direct interventions in Italy and Europe.",N/A,19-Jan-2026,TO:andrea.cefis@weworld.it,N/A,N/A,"WeWorld
is
an independent Italian NGO committed
to
international cooperation
and
humanitarian aid
in
25 countries worldwide (https://www.weworld.it/en/what-we-do). Our interventions
are
aimed
at
the most vulnerable: women, children, people
with
disabilities, forcibly displaced persons, refugees and, migrants.
This
commitment translates concretely into
the
right
to
water, food, health, education
and
dignity
for
every person.
In
2025, We World implemented 165
projects
abroad
and
34 direct interventions
in
Italy
and
Europe.","#5A, Street 492, Sangkat Phsar Daeum Thkov, Khan Chamkar Mon, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/partnership_and_business_development_off_37944.html,BongThom
37946,Students & Staff Service Coordinator,Journeys Within Our Community Organization,N/A,N/A,$600 - $700 Based on Experience,N/A,N/A,N/A,N/A,23-Jan-2026,TO:info@jwoc.info,081 490 039,N/A,"Founded
in
2005, Journeys Within Our Community (JWOC)
is
a non-profit organization
based
in Siem Reap, Cambodia,
working
in partnership
with
Cambodian youth
to
support
their
education, employment,
and
community development.","# Cambodia-Korea Friendship Road, Kruos, Svay Dankum Sangkat, Siem Reap Municipality, Siemreap Province, Cambodia",https://www.bongthom.com/job_detail/students_staff_service_coordinator_37946.html,BongThom
37945,Sales and Marketing Manager,Sepakam Rary,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,23-Jan-2026,TO:dean@raryhandicraft.com,N/A,N/A,"Apply Now
Workplace Circumstances
Environment:
Office
Languages:
Khmer, English
Location:
Phnom Penh
Position Circumstances
Career Category:
Exec. / Management, Sales / Marketing, Business Administration
Schedule:
Full-time
Salary:
Negotiable
Position Summary
The Sales & Marketing
Manager
is
responsible
for developing, implementing,
and
overseeing
the
SEPAKAM RARY’s sales
and
marketing strategies
to
achieve revenue growth,
market
expansion,
and
brand positioning.
This
role leads both sales
and
marketing teams, ensures alignment between commercial activities,
and
drives sustainable
business
performance across
all
channels
and
markets.
Duties & Responsibilities:
Key Responsibilities
Develop
and
execute integrated sales
and
marketing strategies aligned
with
company objectives.
Set short-term
and
long-term sales
and
marketing plans, budgets,
and
targets.
Lead, manage,
and
motivate sales
and
marketing teams
to
achieve
performance
goals.
Oversee
market
research, customer insights,
and
competitive analysis.
Strengthen brand awareness, positioning,
and
market presence.
Ensure effective coordination between sales, marketing, production,
and
other departments.
Sales Responsibilities
Define sales targets, forecasts,
and
performance KPIs.
Manage sales
operations
across
all
channels (direct sales, distributors, online, projects).
Monitor sales performance, analyze results,
and
implement corrective actions.
Develop
and
expand
new
markets, customers,
and
strategic partnerships.
Manage key accounts
and
maintain strong customer relationships.
Oversee pricing strategies, promotions,
and
sales incentives.
Ensure timely
collection
of receivables
and
manage customer credit issues.
Marketing Responsibilities
Develop
and
implement marketing strategies, campaigns,
and
promotional plans.
Manage brand strategy,
product
positioning,
and
communication messaging.
Oversee digital marketing, social media, online sales platforms,
and
content creation.
Plan
and
execute
product
launches
and
market expansion initiatives.
Coordinate advertising, events, trade promotions,
and
sponsorship activities.
Analyze marketing campaign
performance
and ROI.
Leadership & Management
Recruit, train, coach,
and
develop sales
and
marketing staff.
Set clear objectives, KPIs,
and
performance
evaluation
standards.
Conduct regular meetings,
performance
reviews,
and
training sessions.
Foster
a
high-performance, collaborative,
and
results-driven culture.
Ensure compliance
with
company policies, procedures,
and
ethical standards.
Reporting & Analysis
Prepare
and
submit regular sales
and
marketing reports (daily, weekly, monthly, quarterly).
Analyze
market
trends, sales data,
and
customer behavior
to
support decision-making.
Provide strategic recommendations
to
senior management
based
on
data
insights.
Expected Profile of Candidates
Languages:
English
- Fluent
Chinese - Simplified
is
preferred
Qualifications:
Bachelor's Degree
in
or higher
in
Marketing,
Business
Administration,
or
a
related
field.
Skills & Knowledge:
General & Technical Skills
Minimum
of
5 years’ experience
in
sales
and
marketing,
with
at least 2
years
in
a
managerial role.
Strong strategic planning, leadership,
and
analytical skills.
Proven track record
of
achieving sales growth
and
market expansion.
Proficient
in
computer applications
and
CRM/marketing tools.
Soft Skills
Excellent communication, negotiation,
and
presentation skills.
Fluent
in
spoken
and
written English (Chinese
is
an advantage).
Strong integrity, accountability, adaptability,
and
business mindset.","31, Road No 3, Trapeang Svay Village, Sangkat Kouk Khleang, Khan Sen Sok, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/sales_and_marketing_manager_37945.html,BongThom
37942,Medical Doctor,Institut Pasteur du Cambodge,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,23-Jan-2026,TO:recrutement@pasteur-kh.org,092 777 665,N/A,"The Institut Pasteur du Cambodge (IPC)
is
a Cambodian non-for-profit
research
institution established
in
1953, IPC
is
today
a
scientific
research
establishment declared
of
public utility placed under
the
high patronage
of
the Ministry
of
Health
of
the Kingdom
of
Cambodia
and
under
the
responsibility
of
the Institute Pasteur
on
the scientific
and
technical levels.
The
IPC
is
a member
of
the Pasteur Network, which brings together 33 institutes present
on
five continents. It shares
the
Pasteurian values
and
the ethical charter
to
which
the
Pasteur Institutes
are
bound.
The
IPC has
more
than 300 employees, including about 30 expatriates
of
22 nationalities
and
includes 6
research
units. It carries out
research
activities
in
health biology, public health
and
service
activities
(Medical Biology Laboratory, vaccinations
and
water
and
food analyses)
and
training.","#05, Monivong Blvd, Sangkat Srah Chak, Khan Doun Penh, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/medical_doctor_37942.html,BongThom
37941,"Administration, Facilities & IT Officer",This Life Cambodia,N/A,N/A,$350 - $380 Based on Experience,N/A,N/A,N/A,N/A,10-Jan-2026,N/A,N/A,N/A,"This Life
is seeking
a
dynamic, tech-savvy
professional
to join our award-winning team!","No 463, Group 10, Ta Phul, Svay Dankum Sangkat, Siem Reap Municipality, Siemreap Province, Cambodia",https://www.bongthom.com/job_detail/administration_facilities_it_officer_37941.html,BongThom
37929,Various Positions,Lutheran Hope Cambodia Organization,N/A,N/A,$550 - $850,N/A,N/A,N/A,N/A,11-Jan-2026,TO:job@lhco.org.kh,N/A,N/A,"Lutheran Hope
Cambodia
Organization (LHCO)
is
a
local NGO
in
Cambodia that
was
renamed
from
Life
With
Dignity (LWD).
LHCO works
to
serve vulnerable communities
in
Cambodia through
development
programs that prioritize human dignity.","#1065, Street 56R, Tuol Thngnan Village, Sangkat Tuol Sangkae 2, Khan Russey Keo, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/various_positions_37929.html,BongThom
37940,"Digital Media Officer, និង មន្រ្តីរដ្ឋបាល",Reproductive Health Association of Cambodia,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,22-Jan-2026,TO:hr@rhac.org.kh,023 882 046,N/A,"We
are
looking
for
qualified
candidate
to
fill
for
the
position below.","#138, St. 2009, Sangkat Tuek Thla, Khan Sen Sok, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/digital_media_officer_37940.html,BongThom
37939,ជំនួយការមត្តេយ្យ,"P.S Management & Tax Co., Ltd",N/A,N/A,Negotiable,N/A,N/A,Educational (schools / universities etc.),N/A,06-Jan-2026,TO:manager@psmtax.com,097 874 8738,N/A,យើងខ្ញុំ​កំពុង​ស្វែងរក​បេក្ខជន​ដែល​មាន​សមត្ថភាព​ ដើម្បី​បំពេញ​មុខតំណែង​ខាងក្រោម​។,"PO Box 342, #783 group 28, Tea Cham Rath street, Chomkar Somraong 2, Chomkar Somraong Sangkat, Battambang Municipality, Battambang Province, Cambodia",https://www.bongthom.com/job_detail/view_detail_37939.html,BongThom
