id,title,company,location,posted_raw,url,source
37839,Forestry Sector Stakeholder Mapping and Power Analyst,Parliamentary Centre of Asia,N/A,N/A,https://www.bongthom.com/job_detail/forestry_sector_stakeholder_mapping_and_37839.html,BongThom
37837,Deputy Sales Manager,"LX Pantos (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/deputy_sales_manager_37837.html,BongThom
37833,Program Officer,The Energy Laboratory Limited,N/A,N/A,https://www.bongthom.com/job_detail/program_officer_37833.html,BongThom
37834,Export Customer Service,"Transworld Transportation (Cambodia) Co., Ltd",N/A,N/A,https://www.bongthom.com/job_detail/export_customer_service_37834.html,BongThom
37832,"Lead Developer, and QA Engineer","Lynqify, Inc.",N/A,N/A,https://www.bongthom.com/job_detail/lead_developer_and_qa_engineer_37832.html,BongThom
37830,Audit Associate,"Advance Grand Formula Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/audit_associate_37830.html,BongThom
37829,"Medical Doctor, and Nurses",Institut Pasteur du Cambodge,N/A,N/A,https://www.bongthom.com/job_detail/medical_doctor_and_nurses_37829.html,BongThom
37823,"Marketing Manager, Branch Manager, HR Executive, and Admin Officer",Repeat Gym,N/A,N/A,https://www.bongthom.com/job_detail/marketing_manager_branch_manager_hr_exec_37823.html,BongThom
37822,Project Officer,Swisscontact Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/project_officer_37822.html,BongThom
37447,អ្នកថែទាំអតិថិជន,Ratanak International,N/A,N/A,https://www.bongthom.com/job_detail/view_detail_37447.html,BongThom
37818,Sales,"Star Concord (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/sales_37818.html,BongThom
37819,Request For Quotation for REQ No. SDF-G-04 Supply and Delivery of One Vehicle (Re-advertisement),Skills Development Fund,N/A,N/A,https://www.bongthom.com/job_detail/request_for_quotation_for_req_no_sdf_g_0_37819.html,BongThom
37820,"Request For Quotation for REQ No. SDF-G-02 Supply, Installment, Delivery of PIU ICT Equipment (Re-advertisement)",Skills Development Fund,N/A,N/A,https://www.bongthom.com/job_detail/request_for_quotation_for_req_no_sdf_g_0_37820.html,BongThom
37817,Various Positions,"Niyum Trading Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/various_positions_37817.html,BongThom
37815,បុគ្គលិកផ្នែកលេខាធិការ,Lycée Français René Descartes,N/A,N/A,https://www.bongthom.com/job_detail/view_detail_37815.html,BongThom
37814,Accounting Officer,"PO2 Investment Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/accounting_officer_37814.html,BongThom
37813,Accounting and Finance Officer,Ontario International School,N/A,N/A,https://www.bongthom.com/job_detail/accounting_and_finance_officer_37813.html,BongThom
37811,"B2B Sales Manager, Digital Transformation and IT Coordinator, Food Safety and Quality Assurance",Eleven One Kitchen,N/A,N/A,https://www.bongthom.com/job_detail/b2b_sales_manager_digital_transformation_37811.html,BongThom
37812,"Clusters Marketing Officer, and Sous Chef Bakery",Smiling Gecko Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/clusters_marketing_officer_and_sous_chef_37812.html,BongThom
37808,Request For Proposals (RFP) - External Audit Services – Financial Year 2025,"Rising Phoenix Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/request_for_proposals_rfp_external_audit_37808.html,BongThom
37809,Policy Legal and Advocacy Manager,Cooperation Committee for Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/policy_legal_and_advocacy_manager_37809.html,BongThom
37804,Electrical Engineer,"C W I S E Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/electrical_engineer_37804.html,BongThom
37803,"Senior Operation, Junior Operation, and Accountant Assistant","56B-Link Supply Chain Management Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/senior_operation_junior_operation_and_ac_37803.html,BongThom
37802,Finance and Administration Assistant,DVV International,N/A,N/A,https://www.bongthom.com/job_detail/finance_and_administration_assistant_37802.html,BongThom
37798,Sales and Marketing Manager,Phnom Dei KJC Livestock Training Center,N/A,N/A,https://www.bongthom.com/job_detail/sales_and_marketing_manager_37798.html,BongThom
37800,Finance Supervisor,"Husk Ventures (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/finance_supervisor_37800.html,BongThom
37795,"Social Work Team Leader, និង អ្នកប្រឹក្សាយោបល់",Agape International Missions (AIM),N/A,N/A,https://www.bongthom.com/job_detail/social_work_team_leader_37795.html,BongThom
37793,Social Work Program Coordinator,Paul Dubrule Hotel and Tourism School,N/A,N/A,https://www.bongthom.com/job_detail/social_work_program_coordinator_37793.html,BongThom
37789,"Sales Manager, និង បុគ្គលិកផ្នែកលក់",iDE Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/sales_manager_37789.html,BongThom
37788,Physician General Practitioner,Singjaya Medical Center,N/A,N/A,https://www.bongthom.com/job_detail/physician_general_practitioner_37788.html,BongThom
37790,"Vice-President, Business Development",TUX Global Institute,N/A,N/A,https://www.bongthom.com/job_detail/vice_president_business_development_37790.html,BongThom
37786,School Superintendent,Bright Community Cambodia Organization,N/A,N/A,https://www.bongthom.com/job_detail/school_superintendent_37786.html,BongThom
37780,Country Director,WWF-Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/country_director_37780.html,BongThom
37785,Call For Application: Support on Issuance of Infrastructure Project Bond Issuance,Branch of Cowater International Inc.,N/A,N/A,https://www.bongthom.com/job_detail/call_for_application_support_on_issuance_37785.html,BongThom
37782,Head of Content and Strategy,"Hello Health (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/head_of_content_and_strategy_37782.html,BongThom
37776,Programme Officer,Erikshjalpen,N/A,N/A,https://www.bongthom.com/job_detail/programme_officer_37776.html,BongThom
37777,Operations Optimization Manager,"TotalEnergies Marketing (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/operations_optimization_manager_37777.html,BongThom
37778,Lubricant Technical Executive,"TotalEnergies Marketing (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/lubricant_technical_executive_37778.html,BongThom
37775,"School Manager, Program Supervisor, Trainer, និង គ្រូបង្រៀនភាសាអង់គ្លេស",Precious Women Organization,N/A,N/A,https://www.bongthom.com/job_detail/school_manager_program_supervisor_traine_37775.html,BongThom
37772,Consultancy to Conduct Situation Analysis of Local/Women Entrepreneurship and Market Development,Oxfam,N/A,N/A,https://www.bongthom.com/job_detail/consultancy_to_conduct_situation_analysi_37772.html,BongThom
37774,Consultancy to Design Tech Solution for Climate Resilience Partnerships,Oxfam,N/A,N/A,https://www.bongthom.com/job_detail/consultancy_to_design_tech_solution_for_37774.html,BongThom
37771,Customer Service,"Indoguna (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/customer_service_37771.html,BongThom
37765,Various Positions,Pour un Sourire d Enfant,N/A,N/A,https://www.bongthom.com/job_detail/various_positions_37765.html,BongThom
37766,Sale Development Executive (Card),"TotalEnergies Marketing (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/sale_development_executive_card_37766.html,BongThom
37767,Maintenance Engineer Retail/Consumer,"TotalEnergies Marketing (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/maintenance_engineer_retail_consumer_37767.html,BongThom
37768,Project Engineer Retail/Consumer,"TotalEnergies Marketing (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/project_engineer_retail_consumer_37768.html,BongThom
37769,Retail Development Manager,"TotalEnergies Marketing (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/retail_development_manager_37769.html,BongThom
37338,Dispatch Executive,"TotalEnergies Marketing (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/dispatch_executive_37338.html,BongThom
37337,B2B - Commercial Sale Executive,"TotalEnergies Marketing (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/b2b_commercial_sale_executive_37337.html,BongThom
37764,Invitation for Bids - SCMFP FiA/GD-12 for Supply of Vessel Patrol Boat,Sustainable Coastal and Marine Fisheries Project (SCMF),N/A,N/A,https://www.bongthom.com/job_detail/invitation_for_bids_scmfp_fia_gd_12_for_37764.html,BongThom
37761,National Intern on Trade Policy and Digital Economy,GIZ Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/national_intern_on_trade_policy_and_digi_37761.html,BongThom
37753,Request for Proposals Formative Evaluation of the Project Capacity for Cambodia Energy Efficiency,Geres,N/A,N/A,https://www.bongthom.com/job_detail/request_for_proposals_formative_evaluati_37753.html,BongThom
37751,"Accounting Manager, Accounts Payable Officer, and Gardener","H G B One Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/accounting_manager_accounts_payable_offi_37751.html,BongThom
37750,"Social Work Trainer, and OCSEA Youth Engagement Officer",World Hope International,N/A,N/A,https://www.bongthom.com/job_detail/social_work_trainer_and_ocsea_youth_enga_37750.html,BongThom
37742,Cambodia Program Officer,Good Return,N/A,N/A,https://www.bongthom.com/job_detail/cambodia_program_officer_37742.html,BongThom
37193,Management Trainee_Business,"TotalEnergies Marketing (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/management_trainee_business_37193.html,BongThom
37737,"Production & Material Control, and Quality Control",Urgent,N/A,N/A,https://www.bongthom.com/job_detail/production_material_control_and_quality_37737.html,BongThom
37732,Consultant to Conduct Sales and Marketing for 3Ei Project,Swisscontact Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/consultant_to_conduct_sales_and_marketin_37732.html,BongThom
37731,Marketing Assistant,"Tang Hong Group Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/marketing_assistant_37731.html,BongThom
37725,Business Development Support,Vivu Journeys (Cambodia) Company Limited,N/A,N/A,https://www.bongthom.com/job_detail/business_development_support_37725.html,BongThom
37730,គ្រូបង្រៀនរូបវិទ្យា និងគីមីវិទ្យា,KKEV Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/view_detail_37730.html,BongThom
37727,Data Science Engineer - Image Analysis,Agricultural Research Centre for International Development (CIRAD),N/A,N/A,https://www.bongthom.com/job_detail/data_science_engineer_image_analysis_37727.html,BongThom
37724,Finance Manager,GIZ Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/finance_manager_37724.html,BongThom
37720,Finance and Admin Manager,Morodok Organization,N/A,N/A,https://www.bongthom.com/job_detail/finance_and_admin_manager_37720.html,BongThom
37717,Dog Trainer,APOPO,N/A,N/A,https://www.bongthom.com/job_detail/dog_trainer_37717.html,BongThom
37719,"ជំនួយការអគ្គនាយក, មន្ត្រីធនធានមនុស្ស, ប្រធានសង្វាក់ផលិតកម្ម, មន្ត្រីសង្វាក់ផលិតកម្ម, និង អ្នកទទួលភ្ញៀវ",Heng Piv Plastic,N/A,N/A,https://www.bongthom.com/job_detail/view_detail_37719.html,BongThom
37715,សេវាអតិថិជន,Zion International School,N/A,N/A,https://www.bongthom.com/job_detail/view_detail_37715.html,BongThom
37710,"Section Head Procurement , Quality Management System , Electrical Technician Cambodian","TWPC Investment (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/section_head_procurement_quality_managem_37710.html,BongThom
37706,National Consultant to Provide Technical Support and Guidance on Implementation and Analysis of 2025 Biological and Behavioral Survey Lite,"National Center for HIV/AIDS, Dermatology and STD (NCHADS)",N/A,N/A,https://www.bongthom.com/job_detail/national_consultant_to_provide_technical_37706.html,BongThom
37696,Provincial Operation Officers,Teuk Saat 1001 ORG.,N/A,N/A,https://www.bongthom.com/job_detail/provincial_operation_officers_37696.html,BongThom
